Line;Roll_Arduino;Pitch_Arduino;Yaw_Arduino;Roll_CSV;Pitch_CSV;Yaw_CSV;RMSE_Roll;RMSE_Pitch;RMSE_Yaw
53;0.41;-0.3;8.55;0.71;0.2;9.86;0.3;0.5;1.3100000000000023
54;-0.47;-0.69;6.73;-0.17;-0.22;7.59;0.29999999999999993;0.47;0.8600000000000136
55;-2.77;1.88;4.81;-2.41;1.07;3.46;0.3599999999999999;0.8099999999999998;1.3499999999999943
56;2.56;-0.46;14.46;1.47;-0.6;12.89;1.09;0.13999999999999996;1.5699999999999932
57;6.15;-0.29;9.32;5.79;0.05;15.45;0.3600000000000003;0.33999999999999997;6.1299999999999955
58;0.11;0.96;8.14;0.69;0.06;10.51;0.58;0.8999999999999999;2.3700000000000045
59;1.03;-0.01;6.95;1.14;0.09;9.01;0.10999999999999988;0.09999999999999999;2.0600000000000023
60;0.93;0.26;9.12;0.86;-0.08;9.87;0.07000000000000006;0.34;0.75
61;-1.05;-0.49;12.81;-0.98;-0.15;11.17;0.07000000000000006;0.33999999999999997;1.6399999999999864
62;2.33;0.82;11.21;2.02;0.67;12.89;0.31000000000000005;0.1499999999999999;1.6800000000000068
63;1.38;0.54;17.94;1.13;0.69;17.35;0.25;0.1499999999999999;0.5900000000000034
64;1.49;-1.06;7.22;2.0;-0.68;11.99;0.51;0.38;4.77000000000001
65;-0.2;-1.15;6.91;0.23;-0.97;8.69;0.43000000000000005;0.17999999999999994;1.7800000000000011
66;4.02;-0.55;11.3;3.43;-0.9;13.62;0.5899999999999994;0.35;2.319999999999993
67;1.42;-0.14;12.66;1.49;-0.22;14.29;0.07000000000000006;0.07999999999999999;1.6299999999999955
68;0.62;-0.62;9.42;0.85;-0.82;11.58;0.22999999999999998;0.19999999999999996;2.1599999999999966
69;0.54;-3.69;10.24;0.67;-2.86;11.57;0.13;0.8300000000000001;1.3300000000000125
70;-0.68;-1.62;11.87;-0.35;-0.01;11.61;0.33000000000000007;1.61;0.2599999999999909
71;0.64;5.41;10.3;0.52;4.43;10.71;0.12;0.9800000000000004;0.4099999999999966
72;0.03;-0.54;12.95;-0.16;-0.56;12.38;0.19;0.020000000000000018;0.5699999999999932
73;4.38;-4.05;9.22;4.21;-2.33;14.14;0.16999999999999993;1.7199999999999998;4.9199999999999875
74;-2.33;-0.64;9.65;-1.64;-0.86;9.79;0.6900000000000002;0.21999999999999997;0.13999999999998636
75;-0.06;1.06;11.75;-0.19;1.03;10.9;0.13;0.030000000000000027;0.8499999999999943
76;2.4;-1.79;9.96;2.2;-1.11;12.32;0.19999999999999973;0.6799999999999999;2.3600000000000136
77;1.81;0.21;13.94;1.54;-0.66;14.91;0.27;0.87;0.9699999999999989
78;-1.22;2.03;14.19;-1.24;0.4;13.19;0.020000000000000018;1.63;1.0
79;2.23;-2.16;8.95;2.22;-1.41;12.29;0.009999999999999787;0.7500000000000002;3.3400000000000034
80;0.71;-4.01;13.05;0.79;-3.07;14.04;0.08000000000000007;0.94;0.9900000000000091
