Line;Roll_Arduino;Pitch_Arduino;Yaw_Arduino;Roll_CSV;Pitch_CSV;Yaw_CSV;RMSE_Roll;RMSE_Pitch;RMSE_Yaw
649;-1.07;-2.34;95.41;-0.22;-2.26;98.36;0.8500000000000001;0.08000000000000007;2.9499999999999886
650;-1.8;1.63;98.41;-1.34;1.27;97.43;0.45999999999999996;0.3599999999999999;0.9799999999999898
651;1.32;2.06;97.48;1.07;1.92;95.84;0.25;0.14000000000000012;1.6399999999999864
652;-0.77;-0.95;99.06;-0.63;-0.54;98.75;0.14;0.4099999999999999;0.3100000000000023
653;0.36;-1.56;92.51;1.1;-1.73;96.09;0.7400000000000001;0.16999999999999993;3.579999999999984
654;-1.79;-1.99;98.26;-0.86;-1.75;99.31;0.93;0.24;1.0500000000000114
655;1.66;-3.82;97.41;1.44;-3.61;100.95;0.21999999999999997;0.20999999999999996;3.5400000000000205
656;4.33;1.22;97.87;2.83;0.89;97.57;1.5;0.32999999999999996;0.30000000000001137
657;2.77;1.11;101.57;1.91;1.29;99.31;0.8600000000000001;0.17999999999999994;2.259999999999991
658;-0.21;1.42;95.28;-1.06;1.12;95.31;0.8500000000000001;0.2999999999999998;0.030000000000001137
659;4.36;4.6;95.15;3.04;4.28;91.7;1.3200000000000003;0.3199999999999994;3.4499999999999886
660;5.68;0.53;97.91;4.79;0.93;95.25;0.8899999999999997;0.4;2.6599999999999966
661;-3.07;-1.26;101.01;-1.87;-0.54;100.21;1.1999999999999997;0.72;0.8000000000000114
662;0.62;-3.18;102.44;-0.26;-2.72;104.18;0.88;0.45999999999999996;1.740000000000009
663;2.29;-0.05;100.27;1.56;-0.27;101.4;0.73;0.22000000000000003;1.1299999999999955
664;1.65;-2.1;96.61;1.42;-2.09;99.71;0.22999999999999998;0.010000000000000231;3.0999999999999943
665;2.19;-1.26;98.19;1.69;-1.27;99.58;0.5;0.010000000000000009;1.3899999999999864
666;0.44;2.61;104.84;0.15;2.56;101.22;0.29000000000000004;0.04999999999999982;3.6200000000000045
667;-0.04;1.57;99.01;-0.62;1.49;98.42;0.58;0.08000000000000007;0.5900000000000034
668;2.78;-4.21;95.53;1.38;-3.71;99.39;1.4;0.5;3.8600000000000136
669;-1.92;0.05;98.07;-1.1;-0.31;98.91;0.8199999999999998;0.36;0.8400000000000034
670;-1.23;-1.96;98.28;-0.47;-1.87;100.18;0.76;0.08999999999999986;1.9000000000000057
671;1.66;-1.06;96.32;1.04;-1.17;98.33;0.6199999999999999;0.10999999999999988;2.009999999999991
672;4.08;-0.65;100.66;3.11;-0.52;100.16;0.9700000000000002;0.13;0.5
673;-2.25;-0.14;105.35;-2.07;0.31;104.22;0.18000000000000016;0.45;1.1299999999999955
674;3.94;0.85;100.63;2.54;0.9;100.65;1.4;0.050000000000000044;0.020000000000010232
675;0.72;-0.61;97.99;1.39;-0.71;99.35;0.6699999999999999;0.09999999999999998;1.3600000000000136
676;2.87;2.67;104.12;2.46;2.56;100.29;0.41000000000000014;0.10999999999999988;3.829999999999984
677;3.56;0.55;101.66;2.75;0.76;100.42;0.81;0.20999999999999996;1.240000000000009
678;1.73;-4.08;99.86;1.42;-3.56;103.05;0.31000000000000005;0.52;3.1899999999999977
679;0.48;2.97;103.06;-0.09;2.47;100.82;0.57;0.5;2.240000000000009
680;4.12;-1.34;102.91;3.26;-0.97;102.69;0.8600000000000003;0.3700000000000001;0.21999999999999886
681;2.84;-1.6;101.37;2.18;-1.46;102.74;0.6599999999999997;0.14000000000000012;1.3700000000000045
682;0.89;0.72;100.82;0.69;0.46;100.86;0.20000000000000007;0.25999999999999995;0.040000000000020464
683;1.01;-2.78;100.03;1.11;-2.52;102.35;0.10000000000000009;0.2599999999999998;2.319999999999993
684;0.97;-1.84;100.03;1.24;-1.94;102.33;0.27;0.09999999999999987;2.3000000000000114
685;-1.74;1.97;103.85;-1.32;1.67;102.18;0.41999999999999993;0.30000000000000004;1.6699999999999875
686;1.29;-2.86;97.74;0.85;-2.6;101.16;0.44000000000000006;0.2599999999999998;3.420000000000016
687;1.95;1.17;104.41;1.02;1.15;102.41;0.9299999999999999;0.020000000000000018;2.0
688;2.43;2.97;105.96;2.04;2.89;102.23;0.3900000000000001;0.08000000000000007;3.7299999999999898
689;0.97;1.07;104.18;0.64;1.26;102.56;0.32999999999999996;0.18999999999999995;1.6200000000000045
690;1.85;-1.76;105.83;1.21;-1.28;105.86;0.6400000000000001;0.48;0.030000000000001137
691;-2.67;-1.84;105.88;-2.58;-1.59;107.85;0.08999999999999986;0.25;1.9699999999999989
692;-0.59;-1.44;101.02;-1.29;-1.52;104.28;0.7000000000000001;0.08000000000000007;3.259999999999991
693;-4.2;-5.18;103.56;-2.84;-4.87;108.63;1.3600000000000003;0.3099999999999996;5.069999999999993
694;3.02;-2.4;106.88;1.66;-2.26;108.74;1.36;0.14000000000000012;1.8600000000000136
695;-3.13;0.81;106.45;-2.4;0.32;107.35;0.73;0.49000000000000005;0.8999999999999773
696;1.89;-1.16;100.95;1.67;-1.21;103.76;0.21999999999999997;0.050000000000000044;2.8100000000000023
697;-2.96;-2.94;103.9;-2.01;-2.69;106.71;0.9500000000000002;0.25;2.8100000000000023
698;-1.93;1.18;101.85;-1.76;0.62;103.04;0.16999999999999993;0.5599999999999999;1.1899999999999977
699;3.98;-2.76;105.37;2.05;-2.18;106.23;1.9300000000000002;0.5799999999999996;0.8600000000000136
700;2.96;-2.91;108.06;2.16;-2.49;109.2;0.7999999999999998;0.41999999999999993;1.1399999999999864
701;-2.66;-3.86;103.99;-2.25;-3.84;109.35;0.41000000000000014;0.020000000000000018;5.360000000000014
702;1.09;-3.7;105.91;0.21;-3.5;109.63;0.8800000000000001;0.20000000000000018;3.719999999999999
703;3.38;-4.32;101.21;2.23;-4.17;106.53;1.15;0.15000000000000036;5.319999999999993
704;1.25;2.01;104.55;1.33;1.36;103.72;0.08000000000000007;0.6499999999999997;0.8299999999999841
705;5.34;-2.41;99.68;3.8;-2.02;102.05;1.54;0.3900000000000001;2.3700000000000045
706;0.51;-2.92;106.76;0.56;-2.32;107.53;0.050000000000000044;0.6000000000000001;0.7699999999999818
707;2.41;-2.07;107.6;1.91;-1.92;108.78;0.5000000000000002;0.1499999999999999;1.1800000000000068
708;3.72;-1.37;106.18;2.03;-1.08;107.22;1.6900000000000004;0.29000000000000004;1.039999999999992
709;3.06;-0.35;106.87;1.58;-0.09;106.69;1.48;0.26;0.18000000000000682
710;-1.71;0.73;104.85;-1.75;0.57;105.17;0.040000000000000036;0.16000000000000003;0.3199999999999932
711;3.62;3.76;106.64;3.61;3.42;102.88;0.010000000000000231;0.33999999999999986;3.759999999999991
712;2.86;-3.46;111.84;1.97;-2.26;111.04;0.8899999999999999;1.2000000000000002;0.8000000000000114
713;-4.1;-0.13;105.85;-2.68;-0.89;108.89;1.4199999999999995;0.76;3.0400000000000205
714;2.5;-2.86;101.93;1.85;-2.74;105.98;0.6499999999999999;0.11999999999999966;4.050000000000011
715;1.61;0.95;106.88;1.26;0.78;105.71;0.3500000000000001;0.16999999999999993;1.170000000000016
716;4.78;-1.25;108.41;2.94;-0.66;107.76;1.8400000000000003;0.59;0.6499999999999773
717;3.01;-3.96;108.94;1.4;-3.1;111.05;1.6099999999999999;0.8599999999999999;2.1100000000000136
718;3.1;0.37;107.61;2.33;0.13;107.88;0.77;0.24;0.2699999999999818
719;2.16;-3.18;105.68;1.01;-2.66;108.36;1.1500000000000001;0.52;2.680000000000007
720;0.0;-2.17;107.9;-1.1;-1.78;109.72;1.1;0.3899999999999999;1.8199999999999932
721;0.02;-2.32;106.35;-0.12;-2.3;109.3;0.13999999999999999;0.020000000000000018;2.9499999999999886
722;1.73;-1.55;108.03;0.74;-1.35;109.29;0.99;0.19999999999999996;1.259999999999991
723;-0.49;-0.99;107.6;-0.27;-1.08;109.1;0.21999999999999997;0.09000000000000008;1.5
724;1.68;-2.9;109.73;0.94;-2.48;111.39;0.74;0.41999999999999993;1.6599999999999966
725;4.39;0.47;108.08;2.8;0.5;107.77;1.5899999999999999;0.030000000000000027;0.3100000000000023
726;-1.33;-0.08;113.52;-0.83;0.32;112.0;0.5000000000000001;0.4;1.5199999999999818
727;1.94;-4.68;110.15;2.18;-4.46;113.76;0.2400000000000002;0.21999999999999975;3.6100000000000136
728;1.43;2.98;106.18;1.31;1.83;106.51;0.11999999999999988;1.15;0.3299999999999841
729;-0.65;-1.05;110.49;-0.18;-0.7;109.98;0.47000000000000003;0.3500000000000001;0.5099999999999909
730;1.18;-3.65;108.77;0.43;-3.17;111.64;0.75;0.48;2.8700000000000045
731;1.24;-1.15;112.28;0.92;-1.1;112.76;0.31999999999999995;0.04999999999999982;0.4800000000000182
732;2.45;-0.36;107.77;1.74;-0.45;109.11;0.7100000000000002;0.09000000000000002;1.3400000000000034
733;-2.24;-3.91;111.41;-1.67;-3.34;114.18;0.5700000000000003;0.5700000000000003;2.7700000000000102
734;-3.34;-2.26;108.41;-1.85;-2.92;113.53;1.4899999999999998;0.6600000000000001;5.1200000000000045
735;-1.14;-3.49;112.73;-1.43;-3.19;115.99;0.29000000000000004;0.30000000000000027;3.259999999999991
736;0.89;-0.2;113.29;0.06;-0.23;114.12;0.8300000000000001;0.03;0.8299999999999841
737;4.28;-0.62;110.65;3.16;-0.41;111.13;1.12;0.21000000000000002;0.47999999999998977
738;-3.25;-0.81;111.68;-2.55;-0.69;112.97;0.7000000000000002;0.1200000000000001;1.289999999999992
739;1.86;-5.74;112.4;0.99;-5.12;116.28;0.8700000000000001;0.6200000000000001;3.8799999999999955
740;-1.36;1.77;112.48;-0.41;0.67;113.36;0.9500000000000002;1.1;0.8799999999999955
741;0.64;-6.45;107.72;0.18;-5.85;114.13;0.46;0.6000000000000005;6.409999999999997
742;4.72;1.85;112.67;2.94;1.68;110.57;1.7799999999999998;0.17000000000000015;2.1000000000000227
743;3.1;-3.47;111.39;2.26;-2.76;112.93;0.8400000000000003;0.7100000000000004;1.5400000000000205
744;0.89;-0.36;111.96;0.44;-0.38;112.38;0.45;0.020000000000000018;0.4200000000000159
745;2.37;0.05;113.08;1.49;0.28;112.28;0.8800000000000001;0.23000000000000004;0.8000000000000114
746;2.7;-1.66;111.51;2.01;-1.34;112.31;0.6900000000000004;0.31999999999999984;0.8000000000000114
747;1.92;-1.68;108.3;1.22;-1.59;110.4;0.7;0.08999999999999986;2.1000000000000227
748;0.19;-0.54;114.27;-0.85;0.03;113.64;1.04;0.5700000000000001;0.6299999999999955
749;0.95;-1.06;114.38;0.62;-0.85;114.7;0.32999999999999996;0.21000000000000008;0.3199999999999932
750;0.19;-5.25;109.95;0.25;-4.97;115.46;0.06;0.28000000000000025;5.509999999999991
751;3.7;0.76;116.24;2.64;0.69;114.49;1.06;0.07000000000000006;1.75
752;1.61;-2.25;114.67;1.28;-1.83;115.77;0.33000000000000007;0.41999999999999993;1.0999999999999943
753;3.32;-0.09;107.0;2.19;-0.29;108.98;1.13;0.19999999999999998;1.9800000000000182
754;1.71;-2.72;113.22;1.07;-2.03;113.57;0.6399999999999999;0.6900000000000004;0.3499999999999943
755;-0.53;0.24;110.7;-0.32;-0.13;111.74;0.21000000000000002;0.37;1.039999999999992
756;0.97;0.66;111.88;1.23;0.46;111.18;0.26;0.2;0.6999999999999886
757;1.9;-3.67;113.17;0.89;-2.87;114.82;1.0099999999999998;0.7999999999999998;1.6499999999999773
758;2.76;-1.47;113.42;1.35;-1.11;114.15;1.4099999999999997;0.3599999999999999;0.7300000000000182
759;2.48;-1.28;115.25;1.9;-1.01;115.17;0.5800000000000001;0.27;0.07999999999998408
760;4.62;-1.74;112.19;2.85;-1.2;113.03;1.77;0.54;0.8400000000000034
761;-0.17;1.93;112.44;0.37;1.42;111.32;0.54;0.51;1.1200000000000045
762;-2.48;0.04;114.68;-1.71;0.17;114.1;0.77;0.13;0.5800000000000125
763;5.32;0.13;112.69;4.02;0.4;111.73;1.3000000000000007;0.27;0.9599999999999795
764;4.37;-0.34;113.28;3.48;-0.0;111.93;0.8900000000000001;0.34;1.3499999999999943
765;2.93;-2.76;112.06;2.54;-2.36;113.32;0.3900000000000001;0.3999999999999999;1.259999999999991
766;0.32;-1.78;114.84;0.13;-1.48;115.68;0.19;0.30000000000000004;0.8400000000000034
767;6.81;-0.8;114.7;4.91;-0.3;113.63;1.8999999999999995;0.5;1.0699999999999932
768;0.38;-6.36;115.4;-0.07;-5.16;119.56;0.45;1.2000000000000002;4.159999999999997
769;0.99;1.64;120.84;0.86;1.21;119.15;0.13;0.42999999999999994;1.6899999999999977
770;-0.13;-3.14;119.23;-0.37;-2.58;121.42;0.24;0.56;2.1899999999999977
771;3.01;-0.26;117.36;1.32;0.1;117.64;1.6899999999999997;0.36;0.28000000000000114
772;0.87;1.05;116.03;0.39;1.03;115.53;0.48;0.020000000000000018;0.5
773;6.27;-1.92;114.91;4.68;-1.27;114.62;1.5899999999999999;0.6499999999999999;0.28999999999999204
774;2.14;-3.21;112.74;1.52;-2.77;115.17;0.6200000000000001;0.43999999999999995;2.430000000000007
775;0.06;-1.09;115.47;-0.38;-0.89;116.25;0.44;0.20000000000000007;0.7800000000000011
776;3.64;-1.5;119.76;2.68;-1.05;118.62;0.96;0.44999999999999996;1.1399999999999864
777;-0.71;3.2;117.98;-0.15;2.48;116.18;0.5599999999999999;0.7200000000000002;1.8000000000000114
778;0.69;-4.07;115.32;0.51;-3.53;118.17;0.17999999999999994;0.5400000000000005;2.8500000000000227
779;1.26;-2.34;112.0;0.82;-2.46;115.47;0.44000000000000006;0.1200000000000001;3.469999999999999
780;1.1;0.68;117.88;1.21;0.51;116.38;0.10999999999999988;0.17000000000000004;1.5
781;1.76;-1.71;119.16;0.77;-0.98;119.03;0.99;0.73;0.12999999999999545
782;1.99;-1.46;116.28;1.59;-1.38;117.63;0.3999999999999999;0.08000000000000007;1.3499999999999943
783;0.27;-2.78;118.76;-0.16;-2.23;120.36;0.43000000000000005;0.5499999999999998;1.5999999999999943
784;-3.11;-2.33;120.38;-2.53;-2.26;123.3;0.5800000000000001;0.07000000000000028;2.920000000000016
785;5.34;-0.63;119.47;3.66;-0.19;119.23;1.6799999999999997;0.44;0.2400000000000091
786;-0.88;-4.12;115.51;-2.08;-3.14;119.87;1.2000000000000002;0.98;4.360000000000014
787;1.36;-3.62;116.61;0.6;-3.32;119.85;0.7600000000000001;0.30000000000000027;3.240000000000009
788;0.89;-4.33;118.86;-0.14;-3.6;121.95;1.03;0.73;3.0900000000000034
789;-0.18;-3.79;116.97;0.28;-4.05;121.76;0.46;0.2599999999999998;4.7900000000000205
790;0.03;-1.36;116.67;0.58;-2.0;119.79;0.5499999999999999;0.6399999999999999;3.1200000000000045
791;-0.54;1.36;117.09;0.01;0.67;117.43;0.55;0.6900000000000001;0.3400000000000034
792;-1.42;-2.97;117.62;-1.2;-2.63;120.13;0.21999999999999997;0.3400000000000003;2.509999999999991
793;2.22;-0.75;118.07;1.37;-0.64;118.6;0.8500000000000001;0.10999999999999999;0.5300000000000011
794;-1.26;-2.29;118.86;-1.93;-1.58;120.9;0.6699999999999999;0.71;2.0400000000000205
795;0.73;3.31;118.0;0.04;2.92;116.51;0.69;0.3900000000000001;1.490000000000009
796;4.68;-1.98;119.02;3.29;-1.16;118.1;1.3899999999999997;0.8200000000000001;0.9200000000000159
797;0.85;-2.37;118.2;0.84;-2.1;119.64;0.010000000000000009;0.27;1.4399999999999977
798;-2.68;-2.55;118.7;-2.17;-2.46;121.89;0.5100000000000002;0.08999999999999986;3.1899999999999977
799;5.0;-3.95;116.28;3.06;-3.14;118.9;1.94;0.81;2.6200000000000045
800;4.39;-2.13;121.58;2.9;-1.36;120.77;1.4899999999999998;0.7699999999999998;0.8100000000000023
801;-0.33;-2.54;121.99;-0.68;-1.9;123.6;0.35000000000000003;0.6400000000000001;1.6100000000000136
802;0.65;-2.44;116.16;0.07;-2.38;120.06;0.5800000000000001;0.06000000000000005;3.9000000000000057
803;1.96;-2.86;121.94;1.43;-2.44;122.69;0.53;0.41999999999999993;0.75
804;1.06;-1.42;122.77;1.2;-1.49;123.41;0.1399999999999999;0.07000000000000006;0.6399999999999864
805;2.07;0.59;119.24;2.16;0.07;119.66;0.0900000000000003;0.52;0.4200000000000159
806;0.47;0.56;121.36;0.93;0.39;120.21;0.4600000000000001;0.17000000000000004;1.1500000000000057
807;1.59;-3.14;121.37;1.44;-2.75;122.55;0.15000000000000013;0.3900000000000001;1.1800000000000068
808;-1.82;-2.31;121.27;-1.88;-2.05;124.08;0.05999999999999983;0.26000000000000023;2.8100000000000023
809;1.3;-3.6;121.98;1.03;-3.43;124.76;0.27;0.16999999999999993;2.780000000000001
810;-0.1;-4.27;121.2;-0.58;-3.86;125.39;0.48;0.4099999999999997;4.189999999999998
811;2.41;2.68;119.64;1.02;2.34;118.7;1.3900000000000001;0.3400000000000003;0.9399999999999977
812;2.51;-0.12;124.19;1.99;0.4;121.6;0.5199999999999998;0.52;2.5900000000000034
813;-5.1;-0.79;121.73;-4.16;-0.69;124.14;0.9399999999999995;0.10000000000000009;2.4099999999999966
814;0.61;-2.44;126.98;0.07;-2.05;127.58;0.54;0.3900000000000001;0.5999999999999943
815;2.1;-1.38;121.14;1.42;-1.37;123.35;0.6800000000000002;0.009999999999999787;2.2099999999999795
816;-0.03;5.01;120.18;0.5;3.73;118.0;0.53;1.2799999999999998;2.180000000000007
817;-0.09;-2.03;124.53;0.07;-1.41;123.53;0.16;0.6199999999999999;1.0
818;0.81;3.56;125.43;0.43;3.32;122.25;0.38000000000000006;0.2400000000000002;3.180000000000007
819;0.76;1.24;120.78;1.19;0.95;120.03;0.42999999999999994;0.29000000000000004;0.75
820;4.18;-0.9;125.28;3.08;-0.18;122.77;1.0999999999999996;0.72;2.509999999999991
821;-0.07;-4.2;125.17;-0.43;-3.23;127.35;0.36;0.9700000000000002;2.180000000000007
822;1.36;-3.42;122.77;1.1;-3.39;126.18;0.26;0.029999999999999805;3.410000000000025
823;1.45;-6.2;126.63;0.27;-4.98;130.02;1.18;1.2199999999999998;3.390000000000015
824;1.06;-2.89;125.44;0.87;-3.05;128.6;0.19000000000000006;0.1599999999999997;3.1599999999999966
825;-0.94;1.73;126.85;-0.14;0.74;126.99;0.7999999999999999;0.99;0.13999999999998636
826;-1.98;1.01;126.35;-1.58;0.76;126.76;0.3999999999999999;0.25;0.410000000000025
827;-1.4;-4.42;118.25;-1.38;-4.26;124.63;0.020000000000000018;0.16000000000000014;6.3799999999999955
828;-0.61;-0.7;128.72;-0.15;-0.89;128.29;0.45999999999999996;0.19000000000000006;0.4300000000000068
829;2.1;1.5;117.27;2.12;0.58;119.65;0.020000000000000018;0.92;2.3799999999999955
830;1.48;-0.08;125.9;1.54;0.24;123.31;0.06000000000000005;0.32;2.5900000000000034
831;3.79;1.81;125.4;3.57;1.66;122.0;0.2200000000000002;0.15000000000000013;3.4000000000000057
832;4.56;-2.35;126.82;3.82;-1.56;124.92;0.7399999999999998;0.79;1.8999999999999773
833;1.07;-2.94;124.14;0.53;-2.34;125.99;0.54;0.6000000000000001;1.8499999999999943
834;0.45;-3.26;121.64;0.32;-3.2;125.24;0.13;0.05999999999999961;3.5999999999999943
835;2.64;-2.28;122.97;2.11;-2.16;124.29;0.5300000000000002;0.11999999999999966;1.3199999999999932
836;0.47;0.79;126.97;0.24;0.94;125.49;0.22999999999999998;0.1499999999999999;1.4800000000000182
837;-0.89;-6.93;125.31;-1.81;-5.53;130.34;0.92;1.3999999999999995;5.030000000000001
838;2.28;-2.51;126.67;1.46;-2.39;128.57;0.8199999999999998;0.11999999999999966;1.8999999999999773
839;0.46;-2.13;127.76;0.0;-1.73;129.25;0.46;0.3999999999999999;1.490000000000009
840;-0.75;0.48;125.42;-1.05;0.29;126.72;0.30000000000000004;0.19;1.3000000000000114
841;-0.76;-2.32;126.95;-1.7;-1.4;128.75;0.94;0.9199999999999999;1.8000000000000114
842;1.92;-3.32;121.73;1.11;-2.97;125.41;0.8099999999999998;0.34999999999999964;3.680000000000007
843;0.37;-3.73;124.24;0.11;-3.36;127.08;0.26;0.3700000000000001;2.8400000000000034
844;2.63;-4.73;126.5;1.7;-4.02;128.68;0.9299999999999999;0.7100000000000009;2.180000000000007
845;2.44;1.92;124.82;2.05;1.24;123.96;0.3900000000000001;0.6799999999999999;0.8600000000000136
846;2.26;-0.24;127.19;1.52;0.39;125.46;0.7399999999999998;0.63;1.7300000000000182
847;-1.6;2.11;128.16;-0.73;1.68;126.5;0.8700000000000001;0.42999999999999994;1.6599999999999966
848;0.24;-0.73;124.39;-0.51;-0.23;125.39;0.75;0.5;1.0
849;0.66;-2.64;129.77;0.49;-2.16;129.79;0.17000000000000004;0.48;0.01999999999998181
850;2.94;-6.22;133.91;1.63;-4.8;135.11;1.31;1.42;1.200000000000017
851;0.03;-3.34;131.73;0.05;-3.4;135.07;0.020000000000000004;0.06000000000000005;3.3400000000000034
852;-0.4;-1.16;124.99;-0.45;-1.86;129.58;0.04999999999999999;0.7000000000000002;4.590000000000032
853;-0.64;-1.58;129.34;-0.48;-1.61;130.85;0.16000000000000003;0.030000000000000027;1.509999999999991
854;-1.5;-2.08;126.03;-1.53;-2.11;129.72;0.030000000000000027;0.029999999999999805;3.6899999999999977
855;0.49;4.21;127.51;0.39;3.36;125.61;0.09999999999999998;0.8500000000000001;1.9000000000000057
856;1.13;-2.89;129.03;0.27;-1.79;129.31;0.8599999999999999;1.1;0.28000000000000114
857;1.14;-2.29;125.12;0.16;-1.78;127.37;0.9799999999999999;0.51;2.25
858;3.06;-0.81;129.55;1.96;-0.18;128.12;1.1;0.6300000000000001;1.4300000000000068
859;0.56;-4.11;128.3;0.66;-3.71;130.61;0.09999999999999998;0.40000000000000036;2.3100000000000023
860;1.45;-2.23;130.35;0.79;-1.81;131.22;0.6599999999999999;0.41999999999999993;0.8700000000000045
861;0.16;-1.31;127.06;-0.3;-1.18;129.17;0.45999999999999996;0.13000000000000012;2.109999999999985
862;-3.87;-4.78;128.73;-3.39;-4.36;133.88;0.48;0.41999999999999993;5.150000000000006
863;3.09;-3.16;128.24;2.26;-3.01;130.81;0.8300000000000001;0.15000000000000036;2.569999999999993
864;1.82;-0.67;131.08;1.54;-0.62;130.61;0.28;0.050000000000000044;0.46999999999999886
865;1.4;-1.43;132.02;1.55;-1.4;131.75;0.15000000000000013;0.030000000000000027;0.27000000000001023
866;5.02;-0.17;132.93;3.84;0.39;130.26;1.1799999999999997;0.56;2.670000000000016
867;1.53;0.66;129.54;0.94;0.98;128.64;0.5900000000000001;0.31999999999999995;0.9000000000000057
868;2.13;-2.23;127.16;1.25;-1.52;128.08;0.8799999999999999;0.71;0.9200000000000159
869;6.47;1.91;133.1;5.19;2.32;127.5;1.2799999999999994;0.4099999999999999;5.599999999999994
870;3.99;-0.39;129.79;3.2;0.35;127.53;0.79;0.74;2.259999999999991
871;3.2;-3.01;131.44;2.53;-2.13;130.61;0.6700000000000004;0.8799999999999999;0.8299999999999841
872;-0.28;-2.02;130.54;-0.5;-1.59;132.04;0.21999999999999997;0.42999999999999994;1.5
873;6.04;-5.4;131.6;3.8;-3.7;131.98;2.24;1.7000000000000002;0.37999999999999545
874;1.22;-1.64;130.38;1.07;-1.63;131.43;0.1499999999999999;0.010000000000000009;1.0500000000000114
875;0.4;-2.02;132.02;0.2;-1.67;132.94;0.2;0.3500000000000001;0.9199999999999875
876;1.79;-3.49;134.83;1.72;-3.24;135.4;0.07000000000000006;0.25;0.5699999999999932
877;4.66;1.09;128.95;3.56;0.84;128.15;1.1;0.2500000000000001;0.799999999999983
878;1.01;-0.05;131.11;0.98;0.27;129.7;0.030000000000000027;0.32;1.410000000000025
879;0.87;-2.56;132.82;1.01;-2.26;132.87;0.14;0.30000000000000027;0.05000000000001137
880;-1.76;-0.32;128.86;-1.79;-0.51;131.26;0.030000000000000027;0.19;2.3999999999999773
881;2.7;-0.84;130.97;1.8;-0.39;130.4;0.9000000000000001;0.44999999999999996;0.5699999999999932
882;0.27;-2.74;129.32;-0.29;-2.04;131.27;0.56;0.7000000000000002;1.950000000000017
883;6.0;-1.68;136.19;4.14;-0.44;132.89;1.8600000000000003;1.24;3.3000000000000114
884;-1.85;-3.61;132.33;-2.13;-2.56;135.74;0.2799999999999998;1.0499999999999998;3.4099999999999966
885;0.41;-3.75;132.92;-0.89;-2.64;135.69;1.3;1.1099999999999999;2.7700000000000102
886;0.04;-1.12;133.42;-0.05;-1.27;134.97;0.09;0.1499999999999999;1.5500000000000114
887;2.0;-4.31;129.02;0.83;-3.39;132.39;1.17;0.9199999999999995;3.369999999999976
888;0.14;-0.75;135.33;-0.04;-0.45;134.9;0.18000000000000002;0.3;0.4300000000000068
889;3.06;-0.16;131.64;1.47;0.72;131.1;1.59;0.88;0.539999999999992
890;-1.14;-0.53;134.39;-1.02;-0.11;134.23;0.11999999999999988;0.42000000000000004;0.1599999999999966
891;3.87;0.63;132.77;2.87;0.97;131.03;1.0;0.33999999999999997;1.740000000000009
892;-0.17;-2.9;135.17;-0.98;-1.39;135.97;0.8099999999999999;1.51;0.8000000000000114
893;0.69;-0.94;134.14;-0.19;-0.37;134.92;0.8799999999999999;0.57;0.7800000000000011
894;-2.18;0.94;135.05;-1.13;0.1;135.66;1.0500000000000003;0.84;0.6099999999999852
895;-0.57;-2.27;135.11;-0.99;-1.69;136.95;0.42000000000000004;0.5800000000000001;1.839999999999975
896;0.73;1.05;130.16;0.45;0.49;131.61;0.27999999999999997;0.56;1.450000000000017
897;5.65;-1.77;134.34;4.38;-0.87;131.79;1.2700000000000005;0.9;2.5500000000000114
898;1.49;-1.03;134.01;1.36;-0.64;133.2;0.1299999999999999;0.39;0.8100000000000023
899;-2.39;0.39;134.6;-0.89;-0.56;135.07;1.5;0.9500000000000001;0.46999999999999886
900;0.99;-1.92;132.42;0.62;-1.69;133.99;0.37;0.22999999999999998;1.5700000000000216
901;3.42;0.03;138.43;3.12;0.15;135.21;0.2999999999999998;0.12;3.219999999999999
902;4.11;-2.23;136.52;3.42;-1.54;135.16;0.6900000000000004;0.69;1.3600000000000136
903;2.85;-2.37;139.36;1.76;-1.0;138.1;1.09;1.37;1.2600000000000193
904;-0.91;0.34;136.74;-0.73;0.14;137.53;0.18000000000000005;0.2;0.789999999999992
905;-0.73;-1.3;133.02;-0.65;-1.46;135.74;0.07999999999999996;0.15999999999999992;2.719999999999999
906;-0.01;-1.78;134.55;0.04;-1.82;136.11;0.05;0.040000000000000036;1.5600000000000023
907;-0.45;0.01;133.73;-0.72;0.01;134.77;0.26999999999999996;0.0;1.0400000000000205
908;2.57;2.67;133.9;2.24;2.32;131.48;0.3299999999999996;0.3500000000000001;2.420000000000016
909;3.09;1.06;135.22;2.45;1.62;131.93;0.6399999999999997;0.56;3.289999999999992
910;-1.56;-3.71;129.3;-0.95;-3.6;133.17;0.6100000000000001;0.10999999999999988;3.869999999999976
911;5.3;-1.66;138.66;3.89;-0.76;135.28;1.4099999999999997;0.8999999999999999;3.3799999999999955
912;-0.26;1.2;137.47;0.16;1.04;136.18;0.42000000000000004;0.15999999999999992;1.289999999999992
913;-0.02;-0.85;137.09;0.31;-0.96;137.24;0.33;0.10999999999999999;0.15000000000000568
914;-0.19;0.5;135.78;-0.27;0.37;136.13;0.08000000000000002;0.13;0.3499999999999943
915;4.3;0.83;135.74;3.61;0.98;133.24;0.69;0.15000000000000002;2.5
916;6.14;-0.89;134.53;4.64;0.21;131.63;1.5;1.1;2.9000000000000057
917;1.89;-1.28;140.58;2.25;-0.78;137.18;0.3600000000000001;0.5;3.4000000000000057
918;3.61;0.11;138.4;2.8;0.62;136.04;0.81;0.51;2.3600000000000136
